調査年 コード,調査年,地域 コード,地域,/項目,A1101_総人口【人】,注釈
2015100000,2015年度,24471,三重県 大紀町,,8939,
2015100000,2015年度,24472,三重県 南伊勢町,,12788,
2015100000,2015年度,24543,三重県 紀北町,,16338,
2015100000,2015年度,24561,三重県 御浜町,,8741,
2015100000,2015年度,24562,三重県 紀宝町,,11207,
2015100000,2015年度,25201,滋賀県 大津市,,340973,
2015100000,2015年度,25202,滋賀県 彦根市,,113679,
2015100000,2015年度,25203,滋賀県 長浜市,,118193,
2015100000,2015年度,25204,滋賀県 近江八幡市,,81312,
2015100000,2015年度,25206,滋賀県 草津市,,137247,
2015100000,2015年度,25207,滋賀県 守山市,,79859,
2015100000,2015年度,25208,滋賀県 栗東市,,66749,
2015100000,2015年度,25209,滋賀県 甲賀市,,90901,
2015100000,2015年度,25210,滋賀県 野洲市,,49889,
2015100000,2015年度,25211,滋賀県 湖南市,,54289,
2015100000,2015年度,25212,滋賀県 高島市,,50025,
2015100000,2015年度,25213,滋賀県 東近江市,,114180,
2015100000,2015年度,25214,滋賀県 米原市,,38719,
2015100000,2015年度,25383,滋賀県 日野町,,21873,
2015100000,2015年度,25384,滋賀県 竜王町,,12434,
2015100000,2015年度,25425,滋賀県 愛荘町,,20778,
2015100000,2015年度,25441,滋賀県 豊郷町,,7422,
2015100000,2015年度,25442,滋賀県 甲良町,,7039,
2015100000,2015年度,25443,滋賀県 多賀町,,7355,
2015100000,2015年度,26100,京都府 京都市,,1475183,
2015100000,2015年度,26101,京都府 京都市 北区,,119474,
2015100000,2015年度,26102,京都府 京都市 上京区,,85113,
2015100000,2015年度,26103,京都府 京都市 左京区,,168266,
2015100000,2015年度,26104,京都府 京都市 中京区,,109341,
2015100000,2015年度,26105,京都府 京都市 東山区,,39044,
2015100000,2015年度,26106,京都府 京都市 下京区,,82668,
2015100000,2015年度,26107,京都府 京都市 南区,,99927,
2015100000,2015年度,26108,京都府 京都市 右京区,,204262,
2015100000,2015年度,26109,京都府 京都市 伏見区,,280655,
2015100000,2015年度,26110,京都府 京都市 山科区,,135471,
2015100000,2015年度,26111,京都府 京都市 西京区,,150962,
2015100000,2015年度,26201,京都府 福知山市,,78935,
2015100000,2015年度,26202,京都府 舞鶴市,,83990,
2015100000,2015年度,26203,京都府 綾部市,,33821,
2015100000,2015年度,26204,京都府 宇治市,,184678,
2015100000,2015年度,26205,京都府 宮津市,,18426,
2015100000,2015年度,26206,京都府 亀岡市,,89479,
2015100000,2015年度,26207,京都府 城陽市,,76869,
2015100000,2015年度,26208,京都府 向日市,,53380,
2015100000,2015年度,26209,京都府 長岡京市,,80090,
2015100000,2015年度,26210,京都府 八幡市,,72664,
2015100000,2015年度,26211,京都府 京田辺市,,70835,
2015100000,2015年度,26212,京都府 京丹後市,,55054,
2015100000,2015年度,26213,京都府 南丹市,,33145,
2015100000,2015年度,26214,京都府 木津川市,,72840,
2015100000,2015年度,26303,京都府 大山崎町,,15181,
2015100000,2015年度,26322,京都府 久御山町,,15805,
2015100000,2015年度,26343,京都府 井手町,,7910,
2015100000,2015年度,26344,京都府 宇治田原町,,9319,
2015100000,2015年度,26364,京都府 笠置町,,1368,
2015100000,2015年度,26365,京都府 和束町,,3956,
2015100000,2015年度,26366,京都府 精華町,,36376,
2015100000,2015年度,26367,京都府 南山城村,,2652,
2015100000,2015年度,26407,京都府 京丹波町,,14453,
2015100000,2015年度,26463,京都府 伊根町,,2110,
2015100000,2015年度,26465,京都府 与謝野町,,21834,
2015100000,2015年度,27100,大阪府 大阪市,,2691185,
2015100000,2015年度,27102,大阪府 大阪市 都島区,,104727,
2015100000,2015年度,27103,大阪府 大阪市 福島区,,72484,
2015100000,2015年度,27104,大阪府 大阪市 此花区,,66656,
2015100000,2015年度,27106,大阪府 大阪市 西区,,92430,
2015100000,2015年度,27107,大阪府 大阪市 港区,,82035,
2015100000,2015年度,27108,大阪府 大阪市 大正区,,65141,
2015100000,2015年度,27109,大阪府 大阪市 天王寺区,,75729,
2015100000,2015年度,27111,大阪府 大阪市 浪速区,,69766,
2015100000,2015年度,27113,大阪府 大阪市 西淀川区,,95490,
2015100000,2015年度,27114,大阪府 大阪市 東淀川区,,175530,
2015100000,2015年度,27115,大阪府 大阪市 東成区,,80563,
2015100000,2015年度,27116,大阪府 大阪市 生野区,,130167,
2015100000,2015年度,27117,大阪府 大阪市 旭区,,91608,
2015100000,2015年度,27118,大阪府 大阪市 城東区,,164697,
2015100000,2015年度,27119,大阪府 大阪市 阿倍野区,,107626,
2015100000,2015年度,27120,大阪府 大阪市 住吉区,,154239,
2015100000,2015年度,27121,大阪府 大阪市 東住吉区,,126299,
2015100000,2015年度,27122,大阪府 大阪市 西成区,,111883,
2015100000,2015年度,27123,大阪府 大阪市 淀川区,,176201,
2015100000,2015年度,27124,大阪府 大阪市 鶴見区,,111557,
2015100000,2015年度,27125,大阪府 大阪市 住之江区,,122988,
2015100000,2015年度,27126,大阪府 大阪市 平野区,,196633,
2015100000,2015年度,27127,大阪府 大阪市 北区,,123667,
2015100000,2015年度,27128,大阪府 大阪市 中央区,,93069,
2015100000,2015年度,27140,大阪府 堺市,,839310,
2015100000,2015年度,27141,大阪府 堺市 堺区,,148205,
2015100000,2015年度,27142,大阪府 堺市 中区,,124543,
2015100000,2015年度,27143,大阪府 堺市 東区,,85189,
2015100000,2015年度,27144,大阪府 堺市 西区,,135746,
2015100000,2015年度,27145,大阪府 堺市 南区,,147626,
2015100000,2015年度,27146,大阪府 堺市 北区,,158845,
2015100000,2015年度,27147,大阪府 堺市 美原区,,39156,
2015100000,2015年度,27202,大阪府 岸和田市,,194911,
2015100000,2015年度,27203,大阪府 豊中市,,395479,
2015100000,2015年度,27204,大阪府 池田市,,103069,
2015100000,2015年度,27205,大阪府 吹田市,,374468,
2015100000,2015年度,27206,大阪府 泉大津市,,75897,
2015100000,2015年度,27207,大阪府 高槻市,,351829,
2015100000,2015年度,27208,大阪府 貝塚市,,88694,
2015100000,2015年度,27209,大阪府 守口市,,143042,
2015100000,2015年度,27210,大阪府 枚方市,,404152,
2015100000,2015年度,27211,大阪府 茨木市,,280033,
2015100000,2015年度,27212,大阪府 八尾市,,268800,
2015100000,2015年度,27213,大阪府 泉佐野市,,100966,
2015100000,2015年度,27214,大阪府 富田林市,,113984,
2015100000,2015年度,27215,大阪府 寝屋川市,,237518,
2015100000,2015年度,27216,大阪府 河内長野市,,106987,
2015100000,2015年度,27217,大阪府 松原市,,120750,
2015100000,2015年度,27218,大阪府 大東市,,123217,
2015100000,2015年度,27219,大阪府 和泉市,,186109,
2015100000,2015年度,27220,大阪府 箕面市,,133411,
2015100000,2015年度,27221,大阪府 柏原市,,71112,
2015100000,2015年度,27222,大阪府 羽曳野市,,112683,
2015100000,2015年度,27223,大阪府 門真市,,123576,
2015100000,2015年度,27224,大阪府 摂津市,,85007,
2015100000,2015年度,27225,大阪府 高石市,,56529,
2015100000,2015年度,27226,大阪府 藤井寺市,,65438,
2015100000,2015年度,27227,大阪府 東大阪市,,502784,
2015100000,2015年度,27228,大阪府 泉南市,,62438,
2015100000,2015年度,27229,大阪府 四條畷市,,56075,
2015100000,2015年度,27230,大阪府 交野市,,76435,
2015100000,2015年度,27231,大阪府 大阪狭山市,,57792,
2015100000,2015年度,27232,大阪府 阪南市,,54276,
2015100000,2015年度,27301,大阪府 島本町,,29983,
2015100000,2015年度,27321,大阪府 豊能町,,19934,
2015100000,2015年度,27322,大阪府 能勢町,,10256,
2015100000,2015年度,27341,大阪府 忠岡町,,17298,
2015100000,2015年度,27361,大阪府 熊取町,,44435,
2015100000,2015年度,27362,大阪府 田尻町,,8417,
2015100000,2015年度,27366,大阪府 岬町,,15938,
2015100000,2015年度,27381,大阪府 太子町,,13748,
2015100000,2015年度,27382,大阪府 河南町,,16126,
2015100000,2015年度,27383,大阪府 千早赤阪村,,5378,
2015100000,2015年度,28100,兵庫県 神戸市,,1537272,
2015100000,2015年度,28101,兵庫県 神戸市 東灘区,,213634,
2015100000,2015年度,28102,兵庫県 神戸市 灘区,,136088,
2015100000,2015年度,28105,兵庫県 神戸市 兵庫区,,106956,
2015100000,2015年度,28106,兵庫県 神戸市 長田区,,97912,
2015100000,2015年度,28107,兵庫県 神戸市 須磨区,,162468,
2015100000,2015年度,28108,兵庫県 神戸市 垂水区,,219474,
2015100000,2015年度,28109,兵庫県 神戸市 北区,,219805,
2015100000,2015年度,28110,兵庫県 神戸市 中央区,,135153,
2015100000,2015年度,28111,兵庫県 神戸市 西区,,245782,
2015100000,2015年度,28201,兵庫県 姫路市,,535664,
2015100000,2015年度,28202,兵庫県 尼崎市,,452563,
2015100000,2015年度,28203,兵庫県 明石市,,293409,
2015100000,2015年度,28204,兵庫県 西宮市,,487850,
2015100000,2015年度,28205,兵庫県 洲本市,,44258,
2015100000,2015年度,28206,兵庫県 芦屋市,,95350,
2015100000,2015年度,28207,兵庫県 伊丹市,,196883,
2015100000,2015年度,28208,兵庫県 相生市,,30129,
2015100000,2015年度,28209,兵庫県 豊岡市,,82250,
2015100000,2015年度,28210,兵庫県 加古川市,,267435,
2015100000,2015年度,28212,兵庫県 赤穂市,,48567,
2015100000,2015年度,28213,兵庫県 西脇市,,40866,
2015100000,2015年度,28214,兵庫県 宝塚市,,224903,
2015100000,2015年度,28215,兵庫県 三木市,,77178,
2015100000,2015年度,28216,兵庫県 高砂市,,91030,
2015100000,2015年度,28217,兵庫県 川西市,,156375,
2015100000,2015年度,28218,兵庫県 小野市,,48580,
2015100000,2015年度,28219,兵庫県 三田市,,112691,
2015100000,2015年度,28220,兵庫県 加西市,,44313,
2015100000,2015年度,28221,兵庫県 篠山市,,41490,
2015100000,2015年度,28222,兵庫県 養父市,,24288,
2015100000,2015年度,28223,兵庫県 丹波市,,64660,
2015100000,2015年度,28224,兵庫県 南あわじ市,,46912,
2015100000,2015年度,28225,兵庫県 朝来市,,30805,
2015100000,2015年度,28226,兵庫県 淡路市,,43977,
2015100000,2015年度,28227,兵庫県 宍粟市,,37773,
2015100000,2015年度,28228,兵庫県 加東市,,40310,
2015100000,2015年度,28229,兵庫県 たつの市,,77419,
2015100000,2015年度,28301,兵庫県 猪名川町,,30838,
2015100000,2015年度,28365,兵庫県 多可町,,21200,
2015100000,2015年度,28381,兵庫県 稲美町,,31020,
2015100000,2015年度,28382,兵庫県 播磨町,,33739,
2015100000,2015年度,28442,兵庫県 市川町,,12300,
2015100000,2015年度,28443,兵庫県 福崎町,,19738,
2015100000,2015年度,28446,兵庫県 神河町,,11452,
2015100000,2015年度,28464,兵庫県 太子町,,33690,
2015100000,2015年度,28481,兵庫県 上郡町,,15224,
2015100000,2015年度,28501,兵庫県 佐用町,,17510,
2015100000,2015年度,28585,兵庫県 香美町,,18070,
2015100000,2015年度,28586,兵庫県 新温泉町,,14819,
2015100000,2015年度,29201,奈良県 奈良市,,360310,
2015100000,2015年度,29202,奈良県 大和高田市,,64817,
2015100000,2015年度,29203,奈良県 大和郡山市,,87050,
2015100000,2015年度,29204,奈良県 天理市,,67398,
2015100000,2015年度,29205,奈良県 橿原市,,124111,
2015100000,2015年度,29206,奈良県 桜井市,,57244,
2015100000,2015年度,29207,奈良県 五條市,,30997,
2015100000,2015年度,29208,奈良県 御所市,,26868,
2015100000,2015年度,29209,奈良県 生駒市,,118233,
2015100000,2015年度,29210,奈良県 香芝市,,77561,
2015100000,2015年度,29211,奈良県 葛城市,,36635,
2015100000,2015年度,29212,奈良県 宇陀市,,31105,
2015100000,2015年度,29322,奈良県 山添村,,3674,
2015100000,2015年度,29342,奈良県 平群町,,18883,
2015100000,2015年度,29343,奈良県 三郷町,,23571,
2015100000,2015年度,29344,奈良県 斑鳩町,,27303,
2015100000,2015年度,29345,奈良県 安堵町,,7443,
2015100000,2015年度,29361,奈良県 川西町,,8485,
2015100000,2015年度,29362,奈良県 三宅町,,6836,
2015100000,2015年度,29363,奈良県 田原本町,,31691,
2015100000,2015年度,29385,奈良県 曽爾村,,1549,
2015100000,2015年度,29386,奈良県 御杖村,,1759,
2015100000,2015年度,29401,奈良県 高取町,,7195,
2015100000,2015年度,29402,奈良県 明日香村,,5523,
2015100000,2015年度,29424,奈良県 上牧町,,22054,
2015100000,2015年度,29425,奈良県 王寺町,,23025,
2015100000,2015年度,29426,奈良県 広陵町,,33487,
2015100000,2015年度,29427,奈良県 河合町,,17941,
2015100000,2015年度,29441,奈良県 吉野町,,7399,
2015100000,2015年度,29442,奈良県 大淀町,,18069,
2015100000,2015年度,29443,奈良県 下市町,,5664,
2015100000,2015年度,29444,奈良県 黒滝村,,660,
2015100000,2015年度,29446,奈良県 天川村,,1354,
2015100000,2015年度,29447,奈良県 野迫川村,,449,
2015100000,2015年度,29449,奈良県 十津川村,,3508,
2015100000,2015年度,29450,奈良県 下北山村,,895,
2015100000,2015年度,29451,奈良県 上北山村,,512,
2015100000,2015年度,29452,奈良県 川上村,,1313,
2015100000,2015年度,29453,奈良県 東吉野村,,1745,
2015100000,2015年度,30201,和歌山県 和歌山市,,364154,
2015100000,2015年度,30202,和歌山県 海南市,,51860,
2015100000,2015年度,30203,和歌山県 橋本市,,63621,
2015100000,2015年度,30204,和歌山県 有田市,,28470,
2015100000,2015年度,30205,和歌山県 御坊市,,24801,
2015100000,2015年度,30206,和歌山県 田辺市,,74770,
2015100000,2015年度,30207,和歌山県 新宮市,,29331,
2015100000,2015年度,30208,和歌山県 紀の川市,,62616,
2015100000,2015年度,30209,和歌山県 岩出市,,53452,
2015100000,2015年度,30304,和歌山県 紀美野町,,9206,
2015100000,2015年度,30341,和歌山県 かつらぎ町,,16992,
2015100000,2015年度,30343,和歌山県 九度山町,,4377,
2015100000,2015年度,30344,和歌山県 高野町,,3352,
2015100000,2015年度,30361,和歌山県 湯浅町,,12200,
2015100000,2015年度,30362,和歌山県 広川町,,7224,
2015100000,2015年度,30366,和歌山県 有田川町,,26361,
2015100000,2015年度,30381,和歌山県 美浜町,,7480,
2015100000,2015年度,30382,和歌山県 日高町,,7641,
2015100000,2015年度,30383,和歌山県 由良町,,5837,
2015100000,2015年度,30390,和歌山県 印南町,,8068,
2015100000,2015年度,30391,和歌山県 みなべ町,,12742,
2015100000,2015年度,30392,和歌山県 日高川町,,9776,
2015100000,2015年度,30401,和歌山県 白浜町,,21533,
2015100000,2015年度,30404,和歌山県 上富田町,,14989,
2015100000,2015年度,30406,和歌山県 すさみ町,,4127,
2015100000,2015年度,30421,和歌山県 那智勝浦町,,15682,
2015100000,2015年度,30422,和歌山県 太地町,,3087,
2015100000,2015年度,30424,和歌山県 古座川町,,2826,
2015100000,2015年度,30427,和歌山県 北山村,,446,
2015100000,2015年度,30428,和歌山県 串本町,,16558,
2015100000,2015年度,31201,鳥取県 鳥取市,,193717,
2015100000,2015年度,31202,鳥取県 米子市,,149313,
2015100000,2015年度,31203,鳥取県 倉吉市,,49044,
2015100000,2015年度,31204,鳥取県 境港市,,34174,
2015100000,2015年度,31302,鳥取県 岩美町,,11485,
2015100000,2015年度,31325,鳥取県 若桜町,,3269,
2015100000,2015年度,31328,鳥取県 智頭町,,7154,
2015100000,2015年度,31329,鳥取県 八頭町,,16985,
2015100000,2015年度,31364,鳥取県 三朝町,,6490,
2015100000,2015年度,31370,鳥取県 湯梨浜町,,16550,
2015100000,2015年度,31371,鳥取県 琴浦町,,17416,
2015100000,2015年度,31372,鳥取県 北栄町,,14820,
2015100000,2015年度,31384,鳥取県 日吉津村,,3439,
2015100000,2015年度,31386,鳥取県 大山町,,16470,
2015100000,2015年度,31389,鳥取県 南部町,,10950,
2015100000,2015年度,31390,鳥取県 伯耆町,,11118,
2015100000,2015年度,31401,鳥取県 日南町,,4765,
2015100000,2015年度,31402,鳥取県 日野町,,3278,
2015100000,2015年度,31403,鳥取県 江府町,,3004,
2015100000,2015年度,32201,島根県 松江市,,206230,
2015100000,2015年度,32202,島根県 浜田市,,58105,
2015100000,2015年度,32203,島根県 出雲市,,171938,
2015100000,2015年度,32204,島根県 益田市,,47718,
2015100000,2015年度,32205,島根県 大田市,,35166,
2015100000,2015年度,32206,島根県 安来市,,39528,
2015100000,2015年度,32207,島根県 江津市,,24468,
2015100000,2015年度,32209,島根県 雲南市,,39032,
2015100000,2015年度,32343,島根県 奥出雲町,,13063,
2015100000,2015年度,32386,島根県 飯南町,,5031,
2015100000,2015年度,32441,島根県 川本町,,3442,
2015100000,2015年度,32448,島根県 美郷町,,4900,
2015100000,2015年度,32449,島根県 邑南町,,11101,
2015100000,2015年度,32501,島根県 津和野町,,7653,
2015100000,2015年度,32505,島根県 吉賀町,,6374,
2015100000,2015年度,32525,島根県 海士町,,2353,
2015100000,2015年度,32526,島根県 西ノ島町,,3027,
2015100000,2015年度,32527,島根県 知夫村,,615,
2015100000,2015年度,32528,島根県 隠岐の島町,,14608,
2015100000,2015年度,33100,岡山県 岡山市,,719474,
2015100000,2015年度,33101,岡山県 岡山市 北区,,309484,
2015100000,2015年度,33102,岡山県 岡山市 中区,,146232,
2015100000,2015年度,33103,岡山県 岡山市 東区,,95577,
2015100000,2015年度,33104,岡山県 岡山市 南区,,168181,
2015100000,2015年度,33202,岡山県 倉敷市,,477118,
2015100000,2015年度,33203,岡山県 津山市,,103746,
2015100000,2015年度,33204,岡山県 玉野市,,60736,
2015100000,2015年度,33205,岡山県 笠岡市,,50568,
2015100000,2015年度,33207,岡山県 井原市,,41390,
2015100000,2015年度,33208,岡山県 総社市,,66855,
2015100000,2015年度,33209,岡山県 高梁市,,32075,
2015100000,2015年度,33210,岡山県 新見市,,30658,
2015100000,2015年度,33211,岡山県 備前市,,35179,
2015100000,2015年度,33212,岡山県 瀬戸内市,,36975,
2015100000,2015年度,33213,岡山県 赤磐市,,43214,
2015100000,2015年度,33214,岡山県 真庭市,,46124,
2015100000,2015年度,33215,岡山県 美作市,,27977,
2015100000,2015年度,33216,岡山県 浅口市,,34235,
2015100000,2015年度,33346,岡山県 和気町,,14412,
2015100000,2015年度,33423,岡山県 早島町,,12154,
2015100000,2015年度,33445,岡山県 里庄町,,10929,
2015100000,2015年度,33461,岡山県 矢掛町,,14201,
2015100000,2015年度,33586,岡山県 新庄村,,866,
2015100000,2015年度,33606,岡山県 鏡野町,,12847,
2015100000,2015年度,33622,岡山県 勝央町,,11125,
2015100000,2015年度,33623,岡山県 奈義町,,5906,
2015100000,2015年度,33643,岡山県 西粟倉村,,1472,
2015100000,2015年度,33663,岡山県 久米南町,,4907,
2015100000,2015年度,33666,岡山県 美咲町,,14432,
2015100000,2015年度,33681,岡山県 吉備中央町,,11950,
2015100000,2015年度,34100,広島県 広島市,,1194034,
2015100000,2015年度,34101,広島県 広島市 中区,,136640,
2015100000,2015年度,34102,広島県 広島市 東区,,120155,
2015100000,2015年度,34103,広島県 広島市 南区,,142728,
2015100000,2015年度,34104,広島県 広島市 西区,,190929,
2015100000,2015年度,34105,広島県 広島市 安佐南区,,242512,
2015100000,2015年度,34106,広島県 広島市 安佐北区,,145018,
2015100000,2015年度,34107,広島県 広島市 安芸区,,79353,
2015100000,2015年度,34108,広島県 広島市 佐伯区,,136699,
2015100000,2015年度,34202,広島県 呉市,,228552,
2015100000,2015年度,34203,広島県 竹原市,,26426,
2015100000,2015年度,34204,広島県 三原市,,96194,
2015100000,2015年度,34205,広島県 尾道市,,138626,
2015100000,2015年度,34207,広島県 福山市,,464811,
2015100000,2015年度,34208,広島県 府中市,,40069,
2015100000,2015年度,34209,広島県 三次市,,53615,
2015100000,2015年度,34210,広島県 庄原市,,37000,
2015100000,2015年度,34211,広島県 大竹市,,27865,
2015100000,2015年度,34212,広島県 東広島市,,192907,
2015100000,2015年度,34213,広島県 廿日市市,,114906,
2015100000,2015年度,34214,広島県 安芸高田市,,29488,
2015100000,2015年度,34215,広島県 江田島市,,24339,
2015100000,2015年度,34302,広島県 府中町,,51053,
2015100000,2015年度,34304,広島県 海田町,,28667,
2015100000,2015年度,34307,広島県 熊野町,,23755,
2015100000,2015年度,34309,広島県 坂町,,12747,
2015100000,2015年度,34368,広島県 安芸太田町,,6472,
2015100000,2015年度,34369,広島県 北広島町,,18918,
2015100000,2015年度,34431,広島県 大崎上島町,,7992,
2015100000,2015年度,34462,広島県 世羅町,,16337,
2015100000,2015年度,34545,広島県 神石高原町,,9217,
2015100000,2015年度,35201,山口県 下関市,,268517,
2015100000,2015年度,35202,山口県 宇部市,,169429,
2015100000,2015年度,35203,山口県 山口市,,197422,
2015100000,2015年度,35204,山口県 萩市,,49560,
2015100000,2015年度,35206,山口県 防府市,,115942,
2015100000,2015年度,35207,山口県 下松市,,55812,
2015100000,2015年度,35208,山口県 岩国市,,136757,
2015100000,2015年度,35210,山口県 光市,,51369,
2015100000,2015年度,35211,山口県 長門市,,35439,
2015100000,2015年度,35212,山口県 柳井市,,32945,
2015100000,2015年度,35213,山口県 美祢市,,26159,
2015100000,2015年度,35215,山口県 周南市,,144842,
2015100000,2015年度,35216,山口県 山陽小野田市,,62671,
2015100000,2015年度,35305,山口県 周防大島町,,17199,
2015100000,2015年度,35321,山口県 和木町,,6285,
2015100000,2015年度,35341,山口県 上関町,,2803,
2015100000,2015年度,35343,山口県 田布施町,,15317,
2015100000,2015年度,35344,山口県 平生町,,12798,
2015100000,2015年度,35502,山口県 阿武町,,3463,
2015100000,2015年度,36201,徳島県 徳島市,,258554,
2015100000,2015年度,36202,徳島県 鳴門市,,59101,
2015100000,2015年度,36203,徳島県 小松島市,,38755,
2015100000,2015年度,36204,徳島県 阿南市,,73019,
